DateKey,ApparentTemperature,AirTemperature,DewPointTemperature,RelativeHumidity,Day,Weekday,IsWeekend,IsHoliday,DOWInMonth,WeekOfMonth,WeekOfYear,Month,Quarter,Year
20180223,26.15416666666667,26.141666666666666,15.272916666666667,57.708333333333336,23,6,0,0,4,4,8,2,1,2018
20180224,22.434375,24.632291666666664,13.976041666666667,56.34375,24,7,1,0,4,4,8,2,1,2018
20180225,13.728125,17.113541666666666,8.923958333333333,59.166666666666664,25,1,1,0,4,5,9,2,1,2018
20180226,18.933333333333334,19.765625,11.039583333333333,60.697916666666664,26,2,0,0,4,5,9,2,1,2018
20180227,21.193749999999998,22.613541666666666,10.853125,53.760416666666664,27,3,0,0,4,5,9,2,1,2018
20180228,19.925,23.648958333333336,9.205208333333333,43.59375,28,4,0,0,4,5,9,2,1,2018
20180301,16.209374999999998,17.425,13.728125,80.28125,1,5,0,0,1,1,9,3,1,2018
20180302,18.705208333333335,18.7375,13.575000000000001,74.86458333333333,2,6,0,0,1,1,9,3,1,2018
20180303,19.378125,20.408333333333335,12.847916666666668,70.0625,3,7,1,0,1,1,9,3,1,2018
20180304,15.747916666666667,17.751041666666666,10.4625,64.375,4,1,1,0,1,2,10,3,1,2018
20180305,13.862499999999999,16.401041666666668,7.889583333333333,58.510416666666664,5,2,0,0,1,2,10,3,1,2018
20180306,17.030208333333334,18.586458333333333,9.50625,60.645833333333336,6,3,0,0,1,2,10,3,1,2018
20180307,19.91875,21.10625,10.456249999999999,56.802083333333336,7,4,0,0,1,2,10,3,1,2018
20180308,20.785416666666666,22.026041666666668,10.1875,53.125,8,5,0,0,2,2,10,3,1,2018
20180309,20.912499999999998,22.16979166666667,9.414583333333333,51.645833333333336,9,6,0,0,2,2,10,3,1,2018
20180310,22.329166666666666,23.851041666666664,8.390625,45.010416666666664,10,7,1,0,2,2,10,3,1,2018
20180311,18.383333333333333,19.98125,11.851041666666667,60.145833333333336,11,1,1,0,2,3,11,3,1,2018
20180312,14.4125,17.287499999999998,9.507291666666667,60.427083333333336,12,2,0,0,2,3,11,3,1,2018
20180313,15.279166666666667,17.155208333333334,11.55625,71.89583333333333,13,3,0,0,2,3,11,3,1,2018
20180314,15.664583333333333,16.555208333333333,10.911458333333334,72.1875,14,4,0,0,2,3,11,3,1,2018
20180315,16.003125,16.823958333333334,11.214583333333332,70.70833333333333,15,5,0,0,3,3,11,3,1,2018
20180316,17.088541666666668,17.538541666666667,11.589583333333332,73.02083333333333,16,6,0,0,3,3,11,3,1,2018
20180317,22.979166666666668,25.911458333333332,8.434375000000001,34.239583333333336,17,7,1,0,3,3,11,3,1,2018
20180318,18.523958333333333,23.08020833333333,5.101041666666666,32.09375,18,1,1,0,3,4,12,3,1,2018
20180319,16.040625000000002,19.248958333333334,6.992708333333333,46.489583333333336,19,2,0,0,3,4,12,3,1,2018
20180320,13.264583333333334,15.911458333333334,9.035416666666666,65.55208333333333,20,3,0,0,3,4,12,3,1,2018
20180321,15.288541666666667,17.303124999999998,7.801041666666666,55.635416666666664,21,4,0,0,3,4,12,3,1,2018
20180322,17.833333333333332,19.167708333333334,8.829166666666667,54.927083333333336,22,5,0,0,4,4,12,3,1,2018
20180323,20.426041666666666,21.842708333333334,9.757291666666667,49.802083333333336,23,6,0,0,4,4,12,3,1,2018
20180324,20.607291666666665,20.380208333333332,15.06875,74.38541666666667,24,7,1,0,4,4,12,3,1,2018
20180325,17.646874999999998,20.693749999999998,11.698958333333332,60.145833333333336,25,1,1,0,4,5,13,3,1,2018
20180326,9.776041666666666,13.396875,7.401041666666667,67.55208333333333,26,2,0,0,4,5,13,3,1,2018
20180327,12.652083333333332,14.866666666666667,7.4468749999999995,66.36458333333333,27,3,0,0,4,5,13,3,1,2018
20180328,19.382291666666667,21.962500000000002,8.1,45.447916666666664,28,4,0,0,4,5,13,3,1,2018
20180329,17.979166666666668,17.993750000000002,13.484375,77.59375,29,5,0,0,5,5,13,3,1,2018
20180330,15.233333333333334,16.1375,11.513541666666667,76.66666666666667,30,6,0,1,5,5,13,3,1,2018
20180331,16.161458333333332,17.054166666666667,10.185416666666667,67.09375,31,7,1,1,5,5,13,3,1,2018
20180401,16.631249999999998,18.294791666666665,9.997916666666667,65.4375,1,1,1,1,1,1,14,4,2,2018
20180402,15.646875,16.939583333333335,11.081249999999999,70.89583333333333,2,2,0,1,1,1,14,4,2,2018
20180403,14.880208333333334,15.803125,11.190624999999999,75.88541666666667,3,3,0,1,1,1,14,4,2,2018
20180404,15.1,16.126041666666666,10.987499999999999,74.4375,4,4,0,0,1,1,14,4,2,2018
20180405,14.805208333333333,15.111458333333333,12.303125,84.61458333333333,5,5,0,0,1,1,14,4,2,2018
20180406,15.497916666666667,16.240624999999998,11.130208333333334,73.28125,6,6,0,0,1,1,14,4,2,2018
20180407,13.848958333333334,14.760416666666666,8.9625,72.75,7,7,1,0,1,1,14,4,2,2018
20180408,17.215625,19.383333333333333,8.333333333333334,56.614583333333336,8,1,1,0,2,2,15,4,2,2018
20180409,19.08125,19.131249999999998,13.071875,70.57291666666667,9,2,0,0,2,2,15,4,2,2018
20180410,21.538541666666664,22.708333333333332,11.097916666666668,51.6875,10,3,0,0,2,2,15,4,2,2018
20180411,19.779166666666665,19.491666666666667,14.936458333333334,76.21875,11,4,0,0,2,2,15,4,2,2018
20180412,20.346875,22.288541666666664,10.471874999999999,53.802083333333336,12,5,0,0,2,2,15,4,2,2018
20180413,15.926041666666668,18.690625,8.330208333333333,57.572916666666664,13,6,0,0,2,2,15,4,2,2018
20180414,9.061458333333333,13.507291666666667,6.866666666666667,64.98958333333333,14,7,1,0,2,2,15,4,2,2018
20180415,12.686458333333334,14.647916666666667,11.661458333333334,83.16666666666667,15,1,1,0,3,3,16,4,2,2018
20180416,14.253124999999999,16.505208333333332,11.944791666666667,75.05208333333333,16,2,0,0,3,3,16,4,2,2018
20180417,10.68125,13.359375,5.892708333333334,61.28125,17,3,0,0,3,3,16,4,2,2018
20180418,11.277083333333332,12.455208333333333,7.789583333333333,77.63541666666667,18,4,0,0,3,3,16,4,2,2018
20180419,13.907291666666666,15.014583333333334,8.791666666666666,71.70833333333333,19,5,0,0,3,3,16,4,2,2018
20180420,12.7125,13.671875,9.174999999999999,78.57291666666667,20,6,0,0,3,3,16,4,2,2018
20180421,14.53125,14.929166666666667,11.610416666666666,84.95833333333333,21,7,1,0,3,3,16,4,2,2018
20180422,14.4,14.831249999999999,11.542708333333332,83.78125,22,1,1,0,4,4,17,4,2,2018
20180423,17.063541666666666,18.167708333333334,9.878124999999999,66.46875,23,2,0,0,4,4,17,4,2,2018
20180424,19.753125,21.410416666666666,9.169791666666667,49.552083333333336,24,3,0,0,4,4,17,4,2,2018
20180425,17.032291666666666,16.726041666666667,13.279166666666667,81.82291666666667,25,4,0,1,4,4,17,4,2,2018
20180426,12.263541666666667,13.796875,9.049999999999999,74.77083333333333,26,5,0,0,4,4,17,4,2,2018
20180427,11.921875,13.245833333333332,9.290625,79.15625,27,6,0,0,4,4,17,4,2,2018
20180428,11.196875,12.483333333333334,9.510416666666666,84.63541666666667,28,7,1,0,4,4,17,4,2,2018
20180429,13.144791666666668,14.200000000000001,10.230208333333334,77.96875,29,1,1,0,5,5,18,4,2,2018
20180430,10.216666666666667,11.782291666666666,6.1968749999999995,74.41666666666667,30,2,0,0,5,5,18,4,2,2018
20180501,10.942708333333334,13.5625,3.5739583333333336,57.760416666666664,1,3,0,0,1,1,18,5,2,2018
20180502,14.918750000000001,17.195833333333333,5.297916666666667,46.40625,2,4,0,0,1,1,18,5,2,2018
20180503,15.629166666666668,19.203125,6.063541666666667,46.145833333333336,3,5,0,0,1,1,18,5,2,2018
20180504,10.347916666666666,13.303125,8.632291666666667,74.26041666666667,4,6,0,0,1,1,18,5,2,2018
20180505,12.373958333333334,15.020833333333334,8.439583333333333,65.78125,5,7,1,0,1,1,18,5,2,2018
20180506,12.966666666666667,14.201041666666667,9.177083333333334,74.76041666666667,6,1,1,0,1,2,19,5,2,2018
20180507,12.122916666666667,15.196875,7.048958333333334,61.520833333333336,7,2,0,0,1,2,19,5,2,2018
20180508,13.154166666666667,14.228125,9.05625,73.58333333333333,8,3,0,0,2,2,19,5,2,2018
20180509,9.516666666666667,12.427083333333334,6.691666666666666,71.89583333333333,9,4,0,0,2,2,19,5,2,2018
20180510,5.765625,9.004166666666666,6.1187499999999995,83.45833333333333,10,5,0,0,2,2,19,5,2,2018
20180511,7.817708333333333,10.951041666666667,10.357291666666667,96.32291666666667,11,6,0,0,2,2,19,5,2,2018
20180512,10.308333333333334,13.385416666666666,10.422916666666667,83.01041666666667,12,7,1,0,2,2,19,5,2,2018
20180513,11.423958333333333,13.480208333333332,10.663541666666667,84.38541666666667,13,1,1,0,2,3,20,5,2,2018
20180514,8.773958333333333,9.619791666666666,8.261458333333334,92.4375,14,2,0,0,2,3,20,5,2,2018
20180515,8.694791666666667,10.6,8.21875,86.48958333333333,15,3,0,0,3,3,20,5,2,2018
20180516,8.263541666666667,10.108333333333333,6.236458333333334,79.05208333333333,16,4,0,0,3,3,20,5,2,2018
20180517,10.097916666666666,12.25625,8.081249999999999,76.02083333333333,17,5,0,0,3,3,20,5,2,2018
20180518,11.434375000000001,12.636458333333332,11.341666666666667,92.66666666666667,18,6,0,0,3,3,20,5,2,2018
20180519,9.377083333333333,11.442708333333334,7.6156250000000005,79.26041666666667,19,7,1,0,3,3,20,5,2,2018
20180520,11.776041666666666,13.505208333333334,10.482291666666667,82.40625,20,1,1,0,3,4,21,5,2,2018
20180521,11.073958333333332,12.731250000000001,11.221874999999999,91.16666666666667,21,2,0,0,3,4,21,5,2,2018
20180522,12.153125000000001,14.170833333333334,11.941666666666668,86.66666666666667,22,3,0,0,4,4,21,5,2,2018
20180523,11.251041666666666,12.848958333333334,10.392708333333333,85.95833333333333,23,4,0,0,4,4,21,5,2,2018
20180524,11.476041666666667,12.822916666666666,9.648958333333333,81.71875,24,5,0,0,4,4,21,5,2,2018
20180525,10.005208333333334,11.313541666666666,7.153125,76.84375,25,6,0,0,4,4,21,5,2,2018
20180526,8.801041666666666,10.174999999999999,7.315625,85.6875,26,7,1,0,4,4,21,5,2,2018
20180527,13.086458333333333,14.441666666666668,9.325000000000001,73.92708333333333,27,1,1,0,4,5,22,5,2,2018
20180528,14.481250000000001,17.126041666666666,6.995833333333334,51.427083333333336,28,2,0,0,4,5,22,5,2,2018
20180529,10.637500000000001,13.642708333333333,7.252083333333334,67.3125,29,3,0,0,5,5,22,5,2,2018
20180530,7.620833333333334,10.336458333333333,6.055208333333333,77.58333333333333,30,4,0,0,5,5,22,5,2,2018
20180531,7.272916666666667,10.051041666666666,6.408333333333334,80.0,31,5,0,0,5,5,22,5,2,2018
20180601,5.055208333333334,6.9624999999999995,4.739583333333333,87.70833333333333,1,6,0,0,1,1,22,6,2,2018
20180602,5.128125,7.139583333333333,5.7593749999999995,92.14583333333333,2,7,1,0,1,1,22,6,2,2018
20180603,6.317708333333333,7.426041666666666,6.938541666666667,96.86458333333333,3,1,1,0,1,2,23,6,2,2018
20180604,7.753125,8.710416666666667,7.8625,94.95833333333333,4,2,0,1,1,2,23,6,2,2018
20180605,9.549999999999999,10.432291666666666,8.767708333333333,90.91666666666667,5,3,0,1,1,2,23,6,2,2018
20180606,8.241666666666667,10.028125000000001,6.2437499999999995,81.07291666666667,6,4,0,1,1,2,23,6,2,2018
20180607,12.082291666666668,15.06875,7.6812499999999995,61.541666666666664,7,5,0,1,1,2,23,6,2,2018
20180608,10.229166666666666,12.981250000000001,9.490625,81.63541666666667,8,6,0,0,2,2,23,6,2,2018
20180609,10.690624999999999,11.165625,10.151041666666666,94.26041666666667,9,7,1,0,2,2,23,6,2,2018
20180610,6.59375,7.722916666666666,6.580208333333334,93.72916666666667,10,1,1,0,2,3,24,6,2,2018
20180611,7.482291666666666,10.540625,6.2250000000000005,77.79166666666667,11,2,0,1,2,3,24,6,2,2018
20180612,9.727083333333333,12.7125,9.530208333333333,81.375,12,3,0,0,2,3,24,6,2,2018
20180613,7.286458333333333,10.799999999999999,6.3,74.5,13,4,0,0,2,3,24,6,2,2018
20180614,6.389583333333333,10.913541666666667,6.825,76.32291666666667,14,5,0,0,2,3,24,6,2,2018
20180615,6.23125,10.352083333333333,5.1937500000000005,70.92708333333333,15,6,0,0,3,3,24,6,2,2018
20180616,4.492708333333334,8.74375,3.4656249999999997,69.89583333333333,16,7,1,0,3,3,24,6,2,2018
20180617,5.8500000000000005,9.698958333333334,8.823958333333334,94.45833333333333,17,1,1,0,3,4,25,6,2,2018
20180618,6.466666666666666,9.395833333333334,6.394791666666666,82.15625,18,2,0,0,3,4,25,6,2,2018
20180619,3.342708333333333,5.409375,4.0687500000000005,92.45833333333333,19,3,0,0,3,4,25,6,2,2018
20180620,4.907291666666667,7.314583333333334,4.1031249999999995,83.05208333333333,20,4,0,0,3,4,25,6,2,2018
20180621,5.5687500000000005,7.526041666666667,4.609375,84.53125,21,5,0,0,3,4,25,6,2,2018
20180622,5.079166666666667,7.58125,4.409375,82.42708333333333,22,6,0,0,4,4,25,6,2,2018
20180623,7.067708333333333,8.459375,7.039583333333333,91.23958333333333,23,7,1,0,4,4,25,6,2,2018
20180624,7.736458333333334,9.472916666666666,7.163541666666667,86.53125,24,1,1,0,4,5,26,6,2,2018
20180625,8.207291666666666,9.43125,6.560416666666666,82.64583333333333,25,2,0,0,4,5,26,6,2,2018
20180626,7.73125,8.832291666666666,7.444791666666667,91.97916666666667,26,3,0,0,4,5,26,6,2,2018
20180627,5.284375,6.448958333333334,5.819791666666667,96.15625,27,4,0,0,4,5,26,6,2,2018
20180628,5.513541666666666,6.7406250000000005,6.758333333333333,99.78125,28,5,0,0,4,5,26,6,2,2018
20180629,6.453125,9.5875,6.3843749999999995,81.80208333333333,29,6,0,0,5,5,26,6,2,2018
20180630,6.3968750000000005,10.112499999999999,6.340625,78.0,30,7,1,0,5,5,26,6,2,2018
20180701,5.25,7.076041666666666,4.414583333333334,85.4375,1,1,1,0,1,1,27,7,3,2018
20180702,3.719791666666667,6.140625,3.4260416666666664,85.36458333333333,2,2,0,0,1,1,27,7,3,2018
20180703,8.308333333333334,11.445833333333333,5.684375,68.21875,3,3,0,0,1,1,27,7,3,2018
20180704,10.543750000000001,14.244791666666666,5.414583333333333,55.729166666666664,4,4,0,0,1,1,27,7,3,2018
20180705,12.480208333333332,16.486458333333335,5.657291666666667,49.052083333333336,5,5,0,0,1,1,27,7,3,2018
20180706,8.380208333333334,12.817708333333334,4.707291666666666,58.46875,6,6,0,0,1,1,27,7,3,2018
20180707,4.841666666666667,10.165625,4.797916666666667,69.57291666666667,7,7,1,0,1,1,27,7,3,2018
20180708,7.273958333333333,10.857291666666667,8.596874999999999,86.36458333333333,8,1,1,0,2,2,28,7,3,2018
20180709,7.995833333333334,10.466666666666667,7.842708333333333,84.34375,9,2,0,0,2,2,28,7,3,2018
20180710,6.534375,9.220833333333333,4.233333333333333,71.29166666666667,10,3,0,0,2,2,28,7,3,2018
20180711,5.0843750000000005,8.342708333333333,2.7458333333333336,68.08333333333333,11,4,0,0,2,2,28,7,3,2018
20180712,4.920833333333333,6.601041666666667,4.609375,87.94791666666667,12,5,0,0,2,2,28,7,3,2018
20180713,6.2625,7.814583333333334,5.972916666666666,89.51041666666667,13,6,0,0,2,2,28,7,3,2018
20180714,5.282291666666667,7.494791666666667,3.811458333333333,80.58333333333333,14,7,1,0,2,2,28,7,3,2018
20180715,5.064583333333333,9.282291666666667,2.263541666666667,62.770833333333336,15,1,1,0,3,3,29,7,3,2018
20180716,5.971875,10.247916666666667,2.3093749999999997,57.96875,16,2,0,1,3,3,29,7,3,2018
20180717,7.230208333333334,11.882291666666667,4.10625,59.78125,17,3,0,0,3,3,29,7,3,2018
20180718,5.664583333333333,10.178125,4.138541666666667,67.48958333333333,18,4,0,0,3,3,29,7,3,2018
20180719,6.620833333333334,11.518749999999999,3.7072916666666664,61.552083333333336,19,5,0,0,3,3,29,7,3,2018
20180720,4.645833333333333,8.333333333333334,4.972916666666666,80.33333333333333,20,6,0,0,3,3,29,7,3,2018
20180721,5.908333333333334,8.259375,4.614583333333333,79.8125,21,7,1,0,3,3,29,7,3,2018
20180722,6.417708333333334,10.362499999999999,2.6374999999999997,59.572916666666664,22,1,1,0,4,4,30,7,3,2018
20180723,5.111458333333333,10.430208333333333,1.5125,54.697916666666664,23,2,0,0,4,4,30,7,3,2018
20180724,6.840625,11.110416666666666,7.186458333333333,77.29166666666667,24,3,0,0,4,4,30,7,3,2018
20180725,7.397916666666667,11.064583333333333,5.14375,67.84375,25,4,0,0,4,4,30,7,3,2018
20180726,7.748958333333333,10.06875,7.6781250000000005,86.14583333333333,26,5,0,0,4,4,30,7,3,2018
20180727,9.284374999999999,11.924999999999999,7.302083333333333,75.41666666666667,27,6,0,0,4,4,30,7,3,2018
20180728,11.522916666666667,13.717708333333334,7.426041666666666,67.10416666666667,28,7,1,0,4,4,30,7,3,2018
20180729,7.339583333333334,11.454166666666666,5.954166666666667,70.20833333333333,29,1,1,0,5,5,31,7,3,2018
20180730,5.523958333333333,9.633333333333333,4.480208333333334,71.34375,30,2,0,0,5,5,31,7,3,2018
20180731,6.511458333333334,11.396875,5.411458333333333,67.44791666666667,31,3,0,0,5,5,31,7,3,2018
20180801,7.7718750000000005,10.230208333333334,5.373958333333333,73.19791666666667,1,4,0,0,1,1,31,8,3,2018
20180802,5.713541666666667,9.278125000000001,4.161458333333333,73.9375,2,5,0,0,1,1,31,8,3,2018
20180803,8.503124999999999,12.917708333333332,3.7416666666666667,56.6875,3,6,0,0,1,1,31,8,3,2018
20180804,8.039583333333333,11.185416666666667,6.557291666666667,73.65625,4,7,1,0,1,1,31,8,3,2018
20180805,9.854166666666666,14.293750000000001,3.0833333333333335,47.416666666666664,5,1,1,0,1,2,32,8,3,2018
20180806,5.607291666666666,10.336458333333333,4.076041666666667,65.77083333333333,6,2,0,0,1,2,32,8,3,2018
20180807,5.477083333333333,10.307291666666666,3.2229166666666664,62.239583333333336,7,3,0,0,1,2,32,8,3,2018
20180808,6.495833333333334,10.549999999999999,7.355208333333334,80.94791666666667,8,4,0,0,2,2,32,8,3,2018
20180809,5.304166666666666,8.480208333333334,3.8854166666666665,74.6875,9,5,0,0,2,2,32,8,3,2018
20180810,10.364583333333334,15.744791666666666,3.0083333333333333,44.208333333333336,10,6,0,0,2,2,32,8,3,2018
20180811,7.038541666666667,9.905208333333333,6.002083333333334,79.88541666666667,11,7,1,0,2,2,32,8,3,2018
20180812,5.292708333333334,8.954166666666667,3.733333333333333,71.58333333333333,12,1,1,0,2,3,33,8,3,2018
20180813,8.793750000000001,12.041666666666666,7.773958333333333,75.60416666666667,13,2,0,0,2,3,33,8,3,2018
20180814,8.282291666666667,12.653125000000001,6.267708333333334,65.73958333333333,14,3,0,0,2,3,33,8,3,2018
20180815,7.917708333333334,13.384375,3.3406249999999997,51.770833333333336,15,4,0,0,3,3,33,8,3,2018
20180816,6.326041666666666,9.752083333333333,3.8354166666666667,67.4375,16,5,0,0,3,3,33,8,3,2018
20180817,6.626041666666667,10.3375,3.53125,65.28125,17,6,0,0,3,3,33,8,3,2018
20180818,4.817708333333333,9.433333333333334,4.610416666666667,73.63541666666667,18,7,1,0,3,3,33,8,3,2018
20180819,2.5260416666666665,7.538541666666667,4.653125,82.77083333333333,19,1,1,0,3,4,34,8,3,2018
20180820,5.2562500000000005,7.958333333333333,5.421875,85.30208333333333,20,2,0,0,3,4,34,8,3,2018
20180821,6.769791666666666,9.455208333333333,7.438541666666667,87.6875,21,3,0,0,3,4,34,8,3,2018
20180822,8.276041666666666,9.653125000000001,6.864583333333333,83.92708333333333,22,4,0,0,4,4,34,8,3,2018
20180823,6.832291666666666,8.8375,5.2250000000000005,81.40625,23,5,0,0,4,4,34,8,3,2018
20180824,6.58125,8.592708333333333,4.754166666666666,80.375,24,6,0,0,4,4,34,8,3,2018
20180825,6.182291666666667,8.275,3.7260416666666667,77.01041666666667,25,7,1,0,4,4,34,8,3,2018
20180826,5.611458333333334,8.059375000000001,5.941666666666666,88.27083333333333,26,1,1,0,4,5,35,8,3,2018
20180827,4.948958333333334,7.708333333333333,3.6218749999999997,77.86458333333333,27,2,0,0,4,5,35,8,3,2018
20180828,2.3354166666666667,5.186458333333333,1.421875,79.11458333333333,28,3,0,0,4,5,35,8,3,2018
20180829,3.00625,5.5625,1.4947916666666667,78.1875,29,4,0,0,5,5,35,8,3,2018
20180830,4.107291666666667,7.309375,1.9239583333333332,72.04166666666667,30,5,0,0,5,5,35,8,3,2018
20180831,9.549999999999999,12.867708333333333,5.3843749999999995,64.84375,31,6,0,0,5,5,35,8,3,2018
20180901,7.329166666666667,10.039583333333333,8.011458333333334,87.85416666666667,1,7,1,0,1,1,35,9,3,2018
20180902,5.072916666666667,7.1312500000000005,5.422916666666667,89.70833333333333,2,1,1,0,1,2,36,9,3,2018
20180903,5.463541666666667,7.8,4.272916666666666,80.92708333333333,3,2,0,0,1,2,36,9,3,2018
20180904,7.515625,9.74375,4.3875,74.33333333333333,4,3,0,0,1,2,36,9,3,2018
20180905,10.398958333333333,13.348958333333334,6.060416666666666,64.17708333333333,5,4,0,0,1,2,36,9,3,2018
20180906,12.780208333333334,15.254166666666668,8.801041666666666,67.05208333333333,6,5,0,0,1,2,36,9,3,2018
20180907,7.996875,10.612499999999999,5.398958333333333,71.98958333333333,7,6,0,0,1,2,36,9,3,2018
20180908,6.713541666666667,9.680208333333333,2.9125,68.52083333333333,8,7,1,0,2,2,36,9,3,2018
20180909,11.084375,14.302083333333334,7.247916666666666,63.333333333333336,9,1,1,0,2,3,37,9,3,2018
20180910,12.704166666666666,13.81875,9.730208333333334,77.16666666666667,10,2,0,0,2,3,37,9,3,2018
