DateKey,metered_consumption,peak_demand
20180101,701.8319999999999,62.624
20180102,758.7359999999995,60.914
20180103,735.3839999999997,62.739
20180104,810.888,81.535
20180105,882.048,91.3
20180106,1075.4159999999993,108.765
20180107,492.38399999999996,28.211
20180108,859.2959999999998,82.483
20180109,794.7839999999998,70.958
20180110,903.9120000000006,80.977
20180111,951.7919999999995,85.336
20180112,716.3039999999999,59.06100000000001
20180113,596.304,42.975
20180114,459.4560000000003,27.091
20180115,731.5679999999998,56.989
20180116,828.6480000000001,81.803
20180117,986.8559999999995,105.547
20180118,1158.4320000000005,124.262
20180120,812.6639999999999,73.527
20180121,509.4239999999999,29.459
20180122,930.8879999999996,93.858
20180123,798.6719999999998,76.736
20180124,844.1519999999992,81.659
20180125,907.0319999999998,99.307
20180126,819.0239999999995,81.124
20180127,872.4240000000001,84.335
20180128,607.3440000000002,35.679
20180129,1121.472,108.579
20180130,734.2079999999995,56.867
20180131,749.2799999999996,62.717
20180201,772.5359999999998,68.617
20180202,769.1999999999996,59.788
20180203,741.1199999999997,53.811
20180204,596.5439999999996,35.982
20180205,910.296,82.273
20180206,967.296,90.933
20180207,1059.6000000000006,100.511
20180208,952.7280000000005,83.407
20180209,565.2479999999999,34.696
20180210,860.9040000000002,68.65899999999999
20180211,979.2000000000002,99.531
20180212,460.12799999999993,28.095
20180213,862.2000000000002,77.389
20180214,831.6,63.968
20180215,812.9760000000003,60.085
20180216,784.872,61.978
20180217,684.744,51.777
20180218,514.2719999999999,27.936
20180219,928.9919999999996,83.554
20180220,865.7280000000003,78.089
20180221,866.136,82.599
20180222,994.3680000000004,94.746
20180223,1064.7840000000003,100.275
20180224,818.1119999999997,68.097
20180225,473.0159999999999,25.123
20180226,793.5839999999996,70.5
20180227,905.3519999999996,88.634
20180228,941.592,90.557
20180301,773.0879999999999,58.31
20180302,813.0959999999997,65.747
20180303,734.2079999999996,63.513
20180304,486.7439999999999,30.152
20180305,771.6239999999998,64.016
20180306,853.1279999999995,72.227
20180307,885.1199999999994,88.148
20180308,864.5999999999999,77.695
20180309,973.6320000000006,88.198
20180310,820.3199999999997,60.468999999999994
20180311,604.7039999999998,53.953
20180312,709.9439999999997,52.621
20180313,741.3119999999996,58.644
20180314,725.5199999999996,52.329
20180315,770.0879999999996,60.395
20180316,782.0880000000002,66.416
20180317,754.4159999999996,56.204
20180318,541.9439999999998,32.936
20180319,835.4399999999995,79.882
20180320,706.8719999999993,54.15
20180321,796.3199999999996,74.743
20180322,937.3679999999995,83.378
20180323,912.552,80.698
20180324,662.7839999999998,44.019
20180325,560.184,30.444
20180326,796.4639999999994,68.993
20180327,803.1119999999996,61.672
20180328,858.0959999999997,78.45
20180329,764.7359999999995,62.914
20180330,622.7520000000001,53.36
20180331,640.1999999999995,52.404
20180401,483.312,27.739
20180402,589.4159999999999,42.427
20180403,735.9119999999994,54.27
20180404,884.6400000000001,73.206
20180405,806.7359999999996,60.05
20180406,798.2159999999997,58.004
20180407,719.4479999999998,70.405
20180408,595.8480000000004,34.073
20180409,900.5999999999998,82.90899999999999
20180410,887.6880000000001,70.639
20180411,475.84799999999973,27.570999999999998
20180412,801.5519999999999,60.508
20180413,832.4879999999997,71.157
20180414,635.7839999999998,47.103
20180415,453.4800000000001,27.044
20180416,789.0479999999999,63.351
20180417,793.08,65.792
20180418,837.7440000000001,76.232
20180419,804.8159999999999,71.863
20180420,806.1599999999997,75.193
20180421,642.0959999999999,57.762
20180422,465.3359999999999,29.557
20180423,816.6479999999998,68.205
20180424,809.5920000000002,66.872
20180425,587.1839999999999,41.015
20180426,748.5839999999996,68.434
20180427,802.8959999999997,61.73
20180428,680.7119999999996,66.848
20180429,489.0719999999999,29.7
20180430,814.9679999999996,67.818
20180501,859.4399999999996,73.77
