DateKey,TimeKey,ApparentTemperature,AirTemperature,DewPointTemperature,RelativeHumidity
20221019,203000,18.3,18.0,15.1,83.0
20221019,210000,17.0,17.3,13.4,78.0
20221019,213000,15.9,17.8,11.8,68.0
20221019,220000,15.4,17.4,11.4,68.0
20221019,223000,14.6,16.7,11.0,69.0
20221019,230000,14.1,16.3,10.8,70.0
20221019,233000,13.8,15.6,10.8,73.0
20221020,0,13.4,15.1,11.1,77.0
20221020,3000,12.2,14.3,11.1,81.0
20221020,10000,12.3,14.0,11.2,83.0
20221020,13000,11.8,13.6,11.0,84.0
20221020,20000,11.5,13.2,11.1,87.0
20221020,23000,11.3,12.7,10.9,89.0
20221020,30000,10.9,11.9,11.1,95.0
20221020,33000,10.7,12.0,11.2,95.0
20221020,40000,10.7,12.1,11.0,93.0
20221020,43000,10.7,11.5,10.9,96.0
20221020,50000,10.4,11.4,11.1,98.0
20221020,53000,10.0,10.9,10.7,99.0
20221020,60000,9.7,10.6,10.6,100.0
20221020,63000,9.8,11.2,11.0,99.0
20221020,70000,10.6,12.0,10.9,93.0
20221020,73000,11.6,12.9,11.3,90.0
20221020,80000,12.6,14.2,11.7,85.0
20221020,83000,14.7,15.9,12.8,82.0
20221020,90000,16.2,17.7,13.2,75.0
20221020,93000,18.9,19.4,13.8,70.0
20221020,100000,21.2,21.1,15.4,70.0
20221020,103000,21.1,21.8,14.4,63.0
20221020,110000,23.1,23.1,15.2,61.0
20221020,113000,24.6,23.8,16.3,63.0
20221020,120000,26.0,24.9,16.6,60.0
20221020,123000,24.8,25.3,15.0,53.0
20221020,130000,25.8,25.6,14.7,51.0
20221020,133000,27.2,26.5,15.5,50.0
20221020,140000,26.7,26.9,15.6,50.0
20221020,143000,27.4,27.1,16.1,51.0
20221020,150000,28.0,27.8,16.7,50.0
20221020,153000,27.3,27.8,17.0,51.0
20221020,160000,27.5,27.8,17.3,52.0
20221020,163000,25.5,26.0,16.0,54.0
20221020,170000,24.6,25.6,15.6,54.0
20221020,173000,25.1,25.6,15.9,55.0
20221020,180000,24.4,25.4,14.5,51.0
20221020,183000,24.7,24.3,16.3,61.0
20221020,190000,24.0,23.4,16.9,67.0
20221020,193000,20.9,22.3,17.0,72.0
20221020,200000,22.0,21.9,17.5,76.0
20221020,203000,22.7,21.4,17.6,79.0
20221020,210000,21.8,21.2,17.8,81.0
20221020,213000,21.4,20.3,18.1,87.0
20221020,220000,23.2,20.3,19.0,92.0
20221020,223000,23.0,20.0,19.2,95.0
20221020,230000,21.8,19.8,19.1,96.0
20221020,233000,21.3,19.5,19.5,100.0
20221021,0,20.2,19.5,18.8,96.0
20221021,3000,19.6,18.6,17.8,95.0
20221021,10000,19.8,18.2,18.2,100.0
20221021,13000,19.5,19.2,18.0,93.0
20221021,20000,19.4,19.6,16.6,83.0
20221021,23000,19.8,19.2,16.8,86.0
20221021,30000,19.9,18.8,16.6,87.0
20221021,33000,19.8,18.5,17.5,94.0
20221021,40000,20.0,18.3,18.1,99.0
20221021,43000,20.7,18.2,18.2,100.0
20221021,50000,19.8,18.2,18.2,100.0
20221021,53000,20.7,17.9,17.9,100.0
20221021,60000,19.3,17.9,17.9,100.0
20221021,63000,20.3,17.9,17.9,100.0
20221021,70000,20.7,17.9,17.9,100.0
20221021,73000,20.6,18.1,18.1,100.0
20221021,80000,20.3,18.8,18.8,100.0
20221021,83000,19.3,19.6,17.4,87.0
20221021,90000,19.6,19.4,17.7,90.0
20221021,93000,19.1,18.5,18.5,100.0
20221021,100000,20.2,19.4,19.1,98.0
20221021,103000,21.0,20.3,18.8,91.0
20221021,105500,21.0,20.4,18.7,90.0
20221021,110000,20.2,20.2,18.1,88.0
20221021,110700,19.8,20.2,18.0,87.0
20221021,113000,21.4,21.4,18.2,82.0
20221021,120000,21.8,21.5,18.7,84.0
20221021,123000,22.3,22.8,17.9,74.0
20221021,130000,21.2,22.2,17.6,75.0
20221021,133000,23.9,23.8,18.4,72.0
20221021,140000,22.9,23.3,18.0,72.0
20221021,143000,23.6,24.1,17.8,68.0
20221021,150000,24.5,25.2,18.6,67.0
20221021,153000,22.3,23.1,18.0,73.0
20230719,60200,-2.1,-0.1,-0.1,100.0
20230719,60700,-1.8,0.2,0.2,100.0
20230719,61400,-3.0,-0.2,-0.2,100.0
20230719,61500,-3.0,-0.2,-0.2,100.0
20230719,62600,-2.8,0.3,0.3,100.0
20230719,62900,-3.0,-0.2,-0.2,100.0
20230719,63000,-3.0,-0.2,-0.2,100.0
20230719,65300,-1.8,0.2,0.2,100.0
20230719,70000,-2.0,0.0,0.0,100.0
20230719,73000,-2.8,-0.7,-0.7,100.0
20230719,80000,-2.2,-0.2,-0.2,100.0
20230719,80900,-2.6,-0.5,-0.5,100.0
20230719,82600,-2.3,0.7,0.7,100.0
20230719,83000,-2.5,1.0,1.0,100.0
20230719,90000,0.9,3.9,3.9,100.0
20230719,93000,3.8,6.0,6.0,100.0
20230719,100000,4.8,7.8,5.8,87.0
20230719,103000,6.1,8.8,5.7,81.0
20230719,110000,5.9,9.5,4.9,73.0
20230719,113000,6.7,10.2,5.4,72.0
20230719,120000,7.6,10.8,5.1,68.0
20230719,123000,7.8,11.1,4.3,63.0
20230719,130000,8.6,11.5,4.9,64.0
20230719,133000,8.8,11.8,4.3,60.0
20230719,140000,9.3,12.0,3.5,56.0
20230719,143000,9.9,12.1,3.3,55.0
20230719,150000,10.1,12.7,3.4,53.0
20230719,153000,9.7,12.0,2.7,53.0
20230719,160000,9.4,12.0,3.0,54.0
20230719,163000,9.0,11.7,3.5,57.0
20230719,170000,8.2,10.8,3.1,59.0
20230719,173000,7.7,9.0,4.2,72.0
20230719,180000,5.2,6.8,4.3,84.0
20230719,183000,3.8,5.4,4.7,95.0
20230719,190000,3.3,4.5,4.5,100.0
20230719,193000,2.9,4.2,4.2,100.0
20230719,200000,1.5,3.0,3.0,100.0
20230719,203000,1.1,2.7,2.7,100.0
20230719,210000,0.4,2.4,2.4,100.0
20230719,213000,-0.5,1.6,1.6,100.0
20230719,220000,-0.1,3.1,3.1,100.0
20230719,223000,1.2,3.9,3.9,100.0
20230719,230000,1.0,3.5,3.5,100.0
20230719,233000,-0.9,1.6,1.6,100.0
20230720,0,-0.3,1.5,1.5,100.0
20230720,3000,0.0,1.7,1.7,100.0
20230720,10000,-1.4,0.5,0.5,100.0
20230720,13000,-2.3,0.7,0.7,100.0
20230720,13800,-2.2,0.1,0.1,100.0
20230720,14600,-2.2,0.1,0.1,100.0
20230720,15900,-2.1,0.2,0.2,100.0
20230720,20000,-2.1,0.2,0.2,100.0
20230720,21700,-1.4,1.2,1.2,100.0
20230720,23000,-1.4,1.2,1.2,100.0
20230720,30000,-1.3,0.6,0.6,100.0
20230720,33000,-1.7,1.4,1.4,100.0
20230720,40000,-2.0,2.1,2.1,100.0
20230720,43000,-1.3,2.4,2.4,100.0
20230720,50000,-0.7,2.6,2.6,100.0
20230720,53000,-0.3,2.6,2.6,100.0
20230720,60000,0.2,1.9,1.9,100.0
20230720,63000,-1.5,1.4,1.4,100.0
20230720,70000,-1.2,1.7,1.7,100.0
20230720,73000,-1.1,2.6,2.6,100.0
20230720,80000,-1.1,3.2,3.2,100.0
20230720,83000,-1.4,3.8,3.8,100.0
20230720,90000,0.2,5.0,4.9,99.0
20230720,93000,1.6,5.9,5.3,96.0
20230720,100000,2.7,7.0,5.2,88.0
20230720,103000,1.4,7.1,4.9,86.0
20230720,110000,3.9,8.7,5.4,80.0
20230720,113000,4.6,9.7,5.9,77.0
20230720,120000,5.4,10.2,5.6,73.0
20230720,123000,5.1,10.6,6.0,73.0
20230720,130000,6.2,11.7,5.8,67.0
20230720,133000,6.2,11.7,5.8,67.0
20230720,140000,5.8,11.0,5.5,69.0
20230720,143000,6.4,11.1,6.0,71.0
20230720,150000,6.5,11.1,6.3,72.0
20230720,153000,7.4,11.0,6.6,74.0
20230720,160000,7.0,10.0,7.9,87.0
20230720,163000,7.6,9.4,9.3,99.0
20230720,170000,7.0,9.2,9.2,100.0
20230720,173000,7.2,9.1,9.1,100.0
20230720,180000,8.4,9.0,9.0,100.0
20230720,183000,8.8,9.0,9.0,100.0
20230720,190000,8.7,8.9,8.9,100.0
20230720,193000,7.5,9.0,9.0,100.0
20230720,200000,7.4,8.8,8.8,100.0
20230720,203000,7.5,9.0,9.0,100.0
20230720,210000,7.5,9.0,9.0,100.0
20230720,213000,8.4,8.7,8.7,100.0
20230720,220000,7.7,8.1,8.1,100.0
20230720,223000,7.5,8.0,8.0,100.0
20230720,230000,7.5,8.0,8.0,100.0
20230720,230600,7.0,7.6,7.6,100.0
20230720,230900,6.9,7.5,7.5,100.0
20230720,233000,5.7,6.5,6.5,100.0
20230721,0,4.6,5.6,5.6,100.0
20230721,1300,5.1,6.3,6.3,100.0
20230721,2900,5.5,7.7,7.7,100.0
20230721,3000,5.5,7.7,7.7,100.0
20230721,5800,4.7,7.4,7.4,100.0
20230721,10000,4.6,7.3,7.3,100.0
20230721,12200,4.8,6.7,6.7,100.0
20230721,12900,5.1,6.6,6.6,100.0
20230721,13000,4.9,6.5,6.5,100.0
20230721,13300,4.8,6.4,6.4,100.0
20230721,20000,3.2,5.4,5.4,100.0
20230721,20100,3.3,5.5,5.5,100.0
20230721,23000,1.2,3.9,3.9,100.0
20230721,23100,1.4,4.0,4.0,100.0
20230721,30000,2.4,4.9,4.9,100.0
20230721,33000,2.8,5.2,5.2,100.0
20230721,40000,2.3,4.8,4.8,100.0
20230721,43000,2.7,5.1,5.1,100.0
20230721,50000,2.6,4.9,4.9,100.0
20230721,53000,3.0,4.6,4.6,100.0
20230721,60000,1.6,4.5,4.5,100.0
20230721,63000,1.4,3.9,3.9,100.0
20230721,70000,1.2,3.7,3.7,100.0
20230721,73000,1.9,3.3,3.3,100.0
20230721,73800,1.9,3.3,3.3,100.0
20230721,74700,1.7,3.5,3.5,100.0
20230721,80000,1.3,3.8,3.8,100.0
20230721,83000,1.6,4.2,4.2,100.0
20230721,84800,2.3,4.6,4.6,100.0
20230721,90000,2.4,4.7,4.7,100.0
20230721,91200,2.9,5.3,5.3,100.0
20230721,93000,3.1,6.1,6.1,100.0
20230721,93300,3.5,6.4,6.4,100.0
20230721,100000,4.4,6.8,6.8,100.0
20230721,103000,5.8,8.3,8.3,100.0
20230721,110000,7.6,9.6,8.8,95.0
20230721,113000,7.0,10.3,7.9,85.0
20230721,120000,7.5,11.0,7.1,77.0
20230721,123000,7.4,11.9,6.8,71.0
20230721,130000,6.9,12.0,5.9,66.0
20230721,133000,7.8,12.3,5.9,65.0
20230721,140000,7.4,12.2,5.8,65.0
20230721,143000,7.9,12.7,5.4,61.0
20230721,150000,8.0,12.9,5.1,59.0
20230721,153000,8.9,12.9,5.1,59.0
20230721,160000,7.2,11.6,5.0,64.0
20230721,163000,8.4,11.9,5.5,65.0
20230721,170000,6.8,9.9,5.5,74.0
20230721,173000,6.8,9.1,5.7,79.0
20230721,180000,5.9,8.1,6.1,87.0
20230721,183000,5.2,6.8,6.2,96.0
20230721,190000,5.0,5.9,5.9,100.0
20230721,193000,5.0,5.9,5.9,100.0
20230721,200000,5.1,6.0,6.0,100.0
20230721,203000,5.2,6.4,6.4,100.0
20230721,210000,5.3,6.8,6.8,100.0
20230721,213000,4.7,6.6,6.6,100.0
20230721,220000,3.9,6.0,6.0,100.0
20230721,223000,2.3,5.1,5.1,100.0
20230721,230000,3.3,4.5,4.5,100.0
20230721,233000,1.3,2.8,2.8,100.0
20230722,0,1.1,2.7,2.7,100.0
20230722,1100,0.8,2.4,2.4,100.0
20230722,3000,1.0,2.6,2.6,100.0
20230722,10000,0.9,2.5,2.5,100.0
20230722,10200,0.6,2.2,2.2,100.0
20230722,11500,0.1,1.8,1.8,100.0
20230722,13000,-0.4,1.4,1.4,100.0
20230722,13400,-0.1,1.6,1.6,100.0
20230722,13500,-0.1,1.6,1.6,100.0
20230722,15200,-0.4,1.4,1.4,100.0
20230722,20000,-0.3,1.5,1.5,100.0
20230722,23000,-0.6,1.2,1.2,100.0
20230722,30000,-1.1,0.8,0.8,100.0
20230722,31800,-0.9,0.9,0.9,100.0
20230722,33000,-0.9,0.9,0.9,100.0
20230722,35100,-0.4,1.4,1.4,100.0
20230722,40000,-0.3,1.5,1.5,100.0
20230722,43000,0.1,1.8,1.8,100.0
20230722,50000,0.8,2.4,2.4,100.0
20230722,53000,1.6,3.1,3.1,100.0
20230722,60000,2.1,3.5,3.5,100.0
20230722,63000,2.4,3.8,3.8,100.0
20230722,70000,2.8,4.1,4.1,100.0
20230722,73000,3.0,4.3,4.3,100.0
20230722,80000,3.5,4.7,4.7,100.0
20230722,83000,4.1,5.2,5.2,100.0
20230722,90000,5.1,6.0,6.0,100.0
20230722,93000,5.9,6.7,6.7,100.0
20230722,100000,6.8,7.4,7.4,100.0
20230722,103000,7.5,8.0,8.0,100.0
20230722,110000,7.8,9.0,7.9,93.0
20230722,113000,8.0,9.7,8.5,92.0
20230722,120000,7.9,10.0,8.3,89.0
20230722,123000,9.2,10.9,8.5,85.0
20230722,130000,9.3,11.2,7.5,78.0
20230722,133000,8.9,10.9,7.0,77.0
20230722,140000,9.1,10.9,7.2,78.0
20230722,143000,9.5,10.8,7.5,80.0
20230722,150000,9.9,11.0,7.1,77.0
20230722,153000,9.5,11.4,6.9,74.0
20230722,160000,9.3,11.3,7.0,75.0
20230722,163000,9.0,11.1,6.5,73.0
20230722,170000,9.9,10.7,6.3,74.0
20230722,173000,8.3,10.1,7.2,82.0
20230722,180000,8.0,10.0,6.9,81.0
20230722,183000,7.5,9.4,6.8,84.0
20230722,190000,7.5,9.3,7.1,86.0
20230722,193000,7.5,9.4,7.5,88.0
20230722,200000,8.4,8.9,8.0,94.0
20230722,203000,7.0,8.5,8.4,99.0
20230722,210000,7.2,8.3,8.3,100.0
20230722,213000,7.9,8.3,8.3,100.0
20230722,220000,7.5,8.0,8.0,100.0
20230722,223000,7.4,7.9,7.9,100.0
20230722,230000,7.4,7.9,7.9,100.0
20230722,233000,7.2,7.7,7.7,100.0
20230723,0,7.4,7.9,7.9,100.0
20230723,3000,6.5,7.8,7.8,100.0
20230723,10000,6.4,7.7,7.7,100.0
20230723,13000,6.8,7.4,7.4,100.0
20230723,20000,6.7,7.3,7.3,100.0
20230723,23000,6.8,7.4,7.4,100.0
20230723,30000,6.8,7.4,7.4,100.0
20230723,33000,6.7,7.3,7.3,100.0
20230723,40000,5.5,7.0,7.0,100.0
20230723,43000,3.7,6.3,6.3,100.0
20230723,50000,5.0,5.9,5.9,100.0
20220111,140000,28.1,27.1,17.8,56.0
20220111,143000,28.9,28.1,18.2,55.0
20220111,150000,30.7,29.1,18.2,51.0
20220111,153000,30.6,29.9,18.0,48.0
20220111,160000,31.8,30.7,17.0,43.0
20220111,163000,29.9,29.9,16.3,43.0
20220111,170000,30.7,31.0,15.4,38.0
20220111,173000,31.0,30.5,15.0,39.0
20220111,180000,31.7,30.3,16.3,42.0
20220111,183000,32.7,31.9,15.8,38.0
20220111,190000,32.3,32.0,14.6,34.0
20220111,193000,30.4,31.3,12.6,31.0
20220111,194500,28.1,31.1,12.0,31.0
20220111,200000,27.7,30.8,11.7,31.0
20220111,203000,27.0,29.0,11.6,34.0
20220111,210000,24.6,27.8,11.4,36.0
20220111,213000,24.3,26.6,13.0,43.0
20220111,220000,24.1,25.7,13.9,48.0
20220111,223000,24.7,25.1,15.1,53.0
20220111,230000,23.7,24.2,14.9,56.0
20220111,233000,22.2,23.5,14.8,58.0
20220112,0,21.5,22.9,14.5,59.0
20220112,3000,21.1,22.1,14.7,63.0
20220112,10000,20.9,21.4,14.8,66.0
20220112,13000,20.6,21.2,14.6,66.0
20220112,20000,20.3,20.6,14.5,68.0
20220112,23000,19.6,20.3,14.4,69.0
20220112,30000,19.4,19.2,14.7,75.0
20220112,33000,19.0,18.8,14.7,77.0
20220112,40000,18.9,17.7,15.0,84.0
20220112,43000,18.4,17.7,15.5,87.0
20220112,50000,17.5,17.0,15.0,88.0
20220112,53000,17.4,17.2,14.7,85.0
20220112,60000,17.4,17.2,14.7,85.0
20220112,63000,17.0,16.8,14.8,88.0
20220112,70000,18.4,18.6,14.7,78.0
20220112,73000,19.5,19.8,14.4,71.0
20220112,80000,20.4,21.1,14.3,65.0
20220112,83000,21.9,22.6,14.4,60.0
20220112,90000,23.0,24.2,14.0,53.0
20220112,93000,23.6,25.2,14.0,49.0
20220112,100000,25.1,27.3,13.3,42.0
20220112,103000,26.3,28.0,13.5,41.0
20220112,110000,26.0,27.7,13.6,42.0
20220112,113000,27.6,28.8,13.9,40.0
20220112,120000,28.8,30.0,14.1,37.0
20220112,123000,29.4,30.4,14.5,38.0
20220112,130000,30.2,31.4,14.1,35.0
20220112,133000,31.4,32.1,14.3,34.0
20220112,140000,29.5,30.7,13.9,36.0
20220112,143000,30.2,32.3,12.5,30.0
20220112,150000,31.7,33.7,11.5,26.0
20220112,153000,30.3,32.0,11.2,28.0
20220112,160000,31.2,32.7,10.7,26.0
20220112,163000,30.9,33.1,9.2,23.0
20220112,170000,31.1,33.2,9.9,24.0
20220112,173000,29.9,32.3,8.5,23.0
20220112,180000,30.3,32.5,9.3,24.0
20220112,183000,29.8,32.9,9.0,23.0
20220112,190000,30.2,32.4,9.2,24.0
20220112,193000,29.0,31.1,11.0,29.0
20220112,200000,29.4,31.0,11.4,30.0
20220112,203000,28.9,29.9,12.3,33.0
20220112,210000,27.2,28.2,13.3,40.0
20220112,213000,27.2,27.1,14.5,46.0
20220112,220000,26.8,26.4,15.4,50.0
20220112,223000,25.4,26.2,15.0,50.0
20220112,230000,24.7,25.6,15.9,55.0
20220112,233000,23.4,25.0,15.0,53.0
20220113,0,23.2,24.4,15.1,56.0
20220113,3000,21.8,23.8,15.0,57.0
20220113,10000,21.5,23.2,14.7,58.0
20220113,13000,22.3,22.9,14.7,60.0
20220113,20000,21.2,22.9,14.7,60.0
20220113,23000,20.9,22.5,14.9,62.0
20220113,30000,20.5,21.8,14.9,65.0
20220113,33000,20.6,21.4,15.0,67.0
20220113,40000,20.2,21.0,15.1,69.0
20220113,43000,20.6,21.0,15.3,70.0
20220113,50000,20.4,20.1,15.1,73.0
20220113,53000,20.0,20.3,15.5,74.0
20220113,60000,20.0,20.0,15.2,74.0
20220113,63000,20.1,20.1,15.3,74.0
20220113,70000,20.3,20.6,15.4,72.0
20220113,73000,21.3,21.5,15.6,69.0
20220113,80000,22.2,22.7,16.0,66.0
20220113,83000,23.7,24.5,16.0,59.0
20220113,90000,22.7,24.8,15.1,54.0
20220113,93000,23.9,26.0,15.1,51.0
20220113,100000,24.1,26.8,14.5,46.0
20220113,103000,24.7,27.5,14.2,44.0
20220113,110000,25.2,28.7,13.4,39.0
20220113,113000,25.7,29.6,13.4,37.0
20220113,120000,27.3,30.2,13.9,37.0
20220113,123000,29.0,31.4,14.5,35.0
20220113,130000,29.8,32.2,14.3,33.0
20220113,133000,29.7,32.7,13.8,31.0
20220113,140000,29.8,33.2,13.8,31.0
20220113,143000,28.3,31.7,12.5,31.0
20220113,150000,27.4,31.5,12.8,32.0
20220113,153000,29.8,33.7,13.2,29.0
20220113,160000,28.8,33.0,13.6,31.0
20220113,163000,28.9,32.9,13.0,29.0
20220113,170000,28.5,32.9,13.0,29.0
20220113,173000,27.5,31.3,13.6,34.0
20220113,180000,28.5,31.1,13.8,34.0
20220113,183000,28.7,30.7,13.9,36.0
20220113,190000,28.0,30.4,13.7,36.0
20220113,193000,28.5,30.0,14.1,37.0
20220113,200000,28.6,29.4,14.0,39.0
20220113,203000,28.8,28.8,15.3,43.0
20220113,210000,25.6,27.1,16.7,53.0
20220113,211000,22.9,26.5,17.3,57.0
20240423,30000,4.6,5.6,5.6,100.0
20240423,33000,4.5,5.5,5.4,99.0
20240423,40000,4.7,5.7,5.7,100.0
20240423,43000,4.0,5.1,5.1,100.0
20240423,50000,3.9,5.0,5.0,100.0
20240423,53000,4.2,5.3,5.3,100.0
20240423,60000,3.9,5.0,5.0,100.0
20240423,63000,3.5,5.6,5.6,100.0
20240423,70000,3.6,4.8,4.8,100.0
20240423,73000,6.1,6.8,6.8,100.0
20240423,80000,9.2,10.6,8.7,88.0
20240423,83000,11.2,12.9,8.4,74.0
20240423,90000,13.1,15.8,9.0,64.0
20240423,93000,14.5,17.6,9.0,57.0
20240423,100000,16.0,19.1,9.0,52.0
20240423,103000,18.2,20.8,9.4,48.0
20240423,110000,19.2,22.1,9.6,45.0
20240423,113000,20.1,23.1,9.1,41.0
20240423,120000,20.9,24.3,9.1,38.0
20240423,123000,21.2,25.3,8.7,35.0
20240423,130000,21.2,25.6,9.0,35.0
20240423,133000,21.4,26.0,8.0,32.0
20240423,140000,20.8,26.1,6.7,29.0
20240423,143000,21.0,25.9,7.0,30.0
20240423,150000,21.3,26.3,6.4,28.0
20240423,153000,22.4,26.5,6.0,27.0
20240423,160000,20.5,25.3,5.5,28.0
20240423,163000,20.8,24.9,6.1,30.0
20240423,170000,20.7,24.0,6.3,32.0
20240423,173000,20.0,22.1,6.7,37.0
20240423,180000,17.9,20.0,6.7,42.0
20240423,183000,16.7,18.6,6.8,46.0
20240423,190000,15.6,17.3,8.2,55.0
20240423,193000,15.3,17.0,8.4,57.0
20240423,200000,14.6,16.8,7.7,55.0
20240423,203000,14.2,16.9,7.3,53.0
20240423,210000,13.8,17.0,6.8,51.0
20240423,213000,13.6,17.3,6.5,49.0
20240423,220000,13.6,17.2,6.7,50.0
20240423,223000,13.8,17.7,6.9,49.0
20240423,230000,15.3,18.5,6.7,46.0
20240423,233000,16.0,19.7,6.1,41.0
20240424,0,14.2,19.5,6.6,43.0
20240424,1400,12.7,18.9,8.0,49.0
20240424,3000,11.7,18.0,9.1,56.0
20240424,4700,11.3,16.8,10.6,67.0
20240424,10000,10.5,15.8,11.4,75.0
20240424,11500,8.9,14.7,10.9,78.0
20240424,12600,8.0,13.7,11.0,84.0
20240424,13000,8.5,13.5,10.9,84.0
20240424,20000,8.8,12.3,12.1,99.0
20240424,23000,8.6,11.7,11.7,100.0
20240424,30000,8.7,11.5,11.5,100.0
20240424,33000,7.9,11.3,10.7,96.0
20240424,40000,5.4,10.7,8.5,86.0
20240424,43000,5.6,10.2,8.1,87.0
20240424,50000,5.8,9.8,8.1,89.0
20240424,53000,5.8,9.1,8.0,93.0
20240424,60000,5.5,8.8,7.9,94.0
20240424,63000,5.6,7.8,7.7,99.0
20240424,70000,4.5,7.5,7.5,100.0
20240424,73000,5.9,8.7,8.4,98.0
20240424,80000,6.9,9.7,8.5,92.0
20240424,83000,8.0,10.8,8.7,87.0
20240424,90000,8.4,11.8,9.0,83.0
20240424,93000,8.9,13.1,8.2,72.0
20240424,100000,7.7,13.5,7.9,69.0
20240424,103000,9.9,14.8,8.5,66.0
20240424,110000,10.7,15.7,8.0,60.0
20240424,113000,10.3,15.6,6.9,56.0
20240424,120000,9.1,15.3,6.3,55.0
20240424,123000,9.7,15.3,5.5,52.0
20240424,130000,12.0,17.6,5.5,45.0
20240424,133000,11.4,17.3,3.9,41.0
20240424,140000,10.4,17.0,4.0,42.0
20240424,143000,9.0,15.6,4.3,47.0
20240424,150000,10.9,17.7,3.2,38.0
20240424,153000,10.1,16.7,4.4,44.0
20240424,160000,9.1,15.2,3.0,44.0
20240424,163000,11.5,16.0,4.1,45.0
20240424,170000,10.2,14.7,4.1,49.0
20240424,173000,9.6,14.4,4.7,52.0
20240424,180000,9.7,13.3,5.2,58.0
20240424,183000,8.9,12.0,5.4,64.0
20240424,190000,9.3,12.0,5.6,65.0
20240424,193000,8.1,10.5,5.3,70.0
20240424,200000,7.0,10.0,5.8,75.0
20240424,203000,8.0,11.1,5.6,69.0
20240424,210000,7.5,10.2,5.4,72.0
20240424,213000,7.1,10.6,5.4,70.0
20240424,220000,6.9,11.2,5.3,67.0
20240424,223000,6.5,10.1,5.1,71.0
20240424,230000,5.3,8.6,4.8,77.0
20240424,233000,5.2,7.7,5.0,83.0
20240425,0,4.3,7.1,5.3,88.0
20240425,3000,3.7,6.2,4.8,91.0
20240425,10000,3.5,6.4,4.7,89.0
20240425,13000,3.4,6.3,4.6,89.0
20240425,20000,3.7,6.6,4.6,87.0
20240425,23000,3.3,6.2,4.8,91.0
20240425,30000,3.3,6.5,5.0,90.0
20240425,33000,3.3,6.2,4.7,90.0
20240425,40000,3.3,6.5,5.3,92.0
20240425,43000,3.6,6.1,4.9,92.0
20240425,50000,2.3,5.1,5.0,99.0
20240425,53000,2.0,4.4,4.3,99.0
20240425,60000,2.8,4.4,4.4,100.0
20240425,63000,2.7,4.3,4.3,100.0
20240425,70000,1.8,3.6,3.6,100.0
20240425,73000,2.6,4.9,4.9,100.0
20240425,80000,5.7,7.6,7.6,100.0
20240425,83000,6.6,9.4,8.5,94.0
20240425,90000,8.3,11.1,8.7,85.0
20221021,160000,24.2,23.5,17.9,71.0
20221021,163000,23.9,23.2,19.6,80.0
20221021,170000,22.2,22.4,18.4,78.0
20221021,173000,22.8,22.8,18.1,75.0
20221021,180000,23.8,22.8,18.6,77.0
20221021,183000,23.6,23.1,18.4,75.0
20221021,190000,21.2,21.8,17.6,77.0
20221021,190200,20.2,21.1,17.7,81.0
20221021,193000,20.7,19.8,18.3,91.0
20221021,195500,18.5,19.3,17.1,87.0
20221021,200000,18.7,19.1,17.1,88.0
20221021,203000,16.8,18.1,17.3,95.0
20221021,210000,18.7,17.3,17.3,100.0
20221021,213000,17.9,17.4,17.4,100.0
20221021,220000,18.0,17.5,17.5,100.0
20221021,223000,18.4,17.5,17.5,100.0
20221021,230000,18.5,17.3,17.3,100.0
20221021,233000,18.4,17.1,17.1,100.0
20221022,0,18.5,17.2,17.2,100.0
20221022,3000,18.6,17.4,17.4,100.0
20221022,10000,17.9,17.4,17.4,100.0
20221022,13000,17.9,17.4,17.4,100.0
20221022,15700,17.3,17.3,17.3,100.0
20221022,20000,17.7,17.3,17.3,100.0
20221022,23000,17.4,17.1,17.1,100.0
20221022,30000,17.8,17.1,17.1,100.0
20221022,33000,16.9,17.0,17.0,100.0
20221022,40000,16.6,16.8,16.8,100.0
20221022,43000,16.9,16.7,16.7,100.0
20221022,43100,16.9,16.7,16.7,100.0
20221022,50000,16.7,16.6,16.6,100.0
20221022,50900,16.7,16.6,16.6,100.0
20221022,53000,17.0,16.5,16.5,100.0
20221022,60000,17.0,16.5,16.5,100.0
20221022,63000,16.8,16.4,16.4,100.0
20221022,63600,17.0,16.5,16.5,100.0
20221022,64700,17.2,16.4,16.4,100.0
20221022,65500,16.8,16.4,16.4,100.0
20221022,65800,17.2,16.4,16.4,100.0
20221022,70000,17.4,16.4,16.4,100.0
20221022,70500,18.2,16.4,16.4,100.0
20221022,71800,16.8,16.4,16.4,100.0
20221022,72800,16.8,16.4,16.4,100.0
20221022,72900,16.8,16.4,16.4,100.0
20221022,73000,16.8,16.4,16.4,100.0
20221022,73400,16.8,16.4,16.4,100.0
20221022,73800,16.8,16.4,16.4,100.0
20221022,80000,17.4,16.4,16.4,100.0
20221022,81400,17.2,16.4,16.4,100.0
20221022,83000,17.2,16.4,16.4,100.0
20221022,90000,17.8,16.8,16.8,100.0
20221022,90800,17.5,16.9,16.9,100.0
20221022,93000,18.1,17.3,17.3,100.0
20221022,100000,18.5,17.6,17.6,100.0
20221022,103000,19.8,18.2,18.2,100.0
20221022,110000,20.4,19.0,17.3,90.0
20221022,111500,20.6,19.2,17.7,91.0
20221022,113000,20.5,19.5,17.8,90.0
20221022,120000,22.7,20.8,18.9,89.0
20221022,123000,21.9,20.8,18.0,84.0
20221022,130000,23.1,21.7,18.7,83.0
20221022,133000,21.2,21.4,16.8,75.0
20221022,140000,22.6,21.9,17.9,78.0
