DateKey,metered_consumption,peak_demand
20180101,440.4160000000001,38.042
20180102,522.2529999999999,44.86
20180103,514.637,42.249
20180104,580.667,49.843
20180105,687.999,78.866
20180106,655.6439999999999,49.492
20180107,487.11099999999993,35.072
20180108,607.107,58.955
20180109,484.03599999999994,36.086
20180110,525.4900000000001,32.979
20180111,522.7560000000001,38.384
20180112,560.7439999999999,37.025
20180113,394.6140000000001,26.968
20180114,434.0350000000003,26.962
20180115,581.507,52.758
20180116,620.3249999999998,50.181
20180117,714.613,74.59
20180120,492.8929999999998,33.49
20180121,510.1259999999999,36.808
20180123,750.4689999999998,71.641
20180124,678.4760000000001,67.464
20180125,775.3750000000002,77.761
20180126,735.6639999999999,74.735
20180127,587.6769999999999,41.003
20180128,712.3230000000001,45.772
20180130,637.3730000000003,58.452
20180131,605.89,47.259
20180201,603.6199999999999,46.219
20180202,564.5960000000003,46.046
20180203,464.769,36.393
20180204,469.5729999999999,35.595
20180205,680.6140000000001,68.172
20180206,799.7560000000001,81.946
20180209,489.97600000000006,34.969
20180210,530.6869999999999,32.056
20180211,540.6189999999999,35.346
20180212,486.8310000000001,36.619
20180213,707.4920000000001,69.233
20180214,664.95,59.895
20180215,642.464,58.221
20180216,638.4929999999999,64.256
20180217,453.45300000000003,33.749
20180218,455.8879999999999,34.355
20180219,671.745,71.631
20180220,728.309,76.406
20180221,695.7259999999999,60.896
20180224,565.3650000000001,36.178
20180225,451.1519999999999,29.051
20180226,724.6659999999997,69.904
20180227,724.2639999999998,75.119
20180228,765.2349999999997,73.691
20180301,633.1539999999998,52.422
20180302,653.9499999999996,55.325
20180303,481.215,36.0
20180304,451.82400000000007,32.538
20180305,573.7829999999998,41.935
20180306,645.5550000000001,58.905
20180307,686.2360000000002,59.019
20180308,718.944,64.879
20180309,591.3240000000003,36.747
20180310,541.87,34.213
20180311,458.608,32.3
20180312,603.7239999999999,45.256
20180313,590.8179999999999,42.253
20180314,591.4909999999999,45.663
20180315,568.293,46.316
20180316,608.8870000000001,48.945
20180317,551.1180000000003,42.27
20180318,516.301,34.3
20180319,688.193,51.027
20180320,646.0389999999999,51.592
20180321,584.334,42.062
20180322,609.5780000000002,43.195
20180323,600.2960000000002,41.751
20180324,466.30699999999973,37.801
20180325,512.7379999999999,37.731
20180326,581.7850000000001,39.708
20180327,569.9669999999999,38.899
20180328,590.2929999999999,42.463
20180329,520.0470000000001,38.166
20180330,503.6069999999999,36.411
20180331,470.20999999999975,29.45
20180401,488.1149999999998,33.534
