DateKey,ApparentTemperature,AirTemperature,DewPointTemperature,RelativeHumidity,Day,Weekday,IsWeekend,IsHoliday,DOWInMonth,WeekOfMonth,WeekOfYear,Month,Quarter,Year
20210120,16.6,19.3,11.6,61.0,20,4,0,0,3,4,4,1,1,2021
20210121,16.6,19.3,11.6,61.0,21,5,0,0,3,4,4,1,1,2021
20210122,16.6,19.3,11.6,61.0,22,6,0,0,4,4,4,1,1,2021
20210123,16.6,19.3,11.6,61.0,23,7,1,0,4,4,4,1,1,2021
20210124,16.6,19.3,11.6,61.0,24,1,1,0,4,5,5,1,1,2021
20210125,16.6,19.3,11.6,61.0,25,2,0,0,4,5,5,1,1,2021
20210126,16.6,19.3,11.6,61.0,26,3,0,0,4,5,5,1,1,2021
20210127,16.6,19.3,11.6,61.0,27,4,0,0,4,5,5,1,1,2021
20210128,16.6,19.3,11.6,61.0,28,5,0,0,4,5,5,1,1,2021
20210129,16.6,19.3,11.6,61.0,29,6,0,0,5,5,5,1,1,2021
20210130,16.6,19.3,11.6,61.0,30,7,1,0,5,5,5,1,1,2021
20210131,16.6,19.3,11.6,61.0,31,1,1,0,5,6,6,1,1,2021
20210201,16.6,19.3,11.6,61.0,1,2,0,0,1,1,6,2,1,2021
20210202,16.6,19.3,11.6,61.0,2,3,0,0,1,1,6,2,1,2021
20210203,16.6,19.3,11.6,61.0,3,4,0,0,1,1,6,2,1,2021
20210204,16.6,19.3,11.6,61.0,4,5,0,0,1,1,6,2,1,2021
20210205,16.6,19.3,11.6,61.0,5,6,0,0,1,1,6,2,1,2021
20210206,16.6,19.3,11.6,61.0,6,7,1,0,1,1,6,2,1,2021
20210207,16.6,19.3,11.6,61.0,7,1,1,0,1,2,7,2,1,2021
20210208,16.6,19.3,11.6,61.0,8,2,0,0,2,2,7,2,1,2021
20210209,16.6,19.3,11.6,61.0,9,3,0,0,2,2,7,2,1,2021
20210210,16.6,19.3,11.6,61.0,10,4,0,0,2,2,7,2,1,2021
20210211,16.6,19.3,11.6,61.0,11,5,0,0,2,2,7,2,1,2021
20210212,16.6,19.3,11.6,61.0,12,6,0,0,2,2,7,2,1,2021
20210213,16.6,19.3,11.6,61.0,13,7,1,0,2,2,7,2,1,2021
20210214,16.6,19.3,11.6,61.0,14,1,1,0,2,3,8,2,1,2021
20210215,16.6,19.3,11.6,61.0,15,2,0,0,3,3,8,2,1,2021
20210216,16.6,19.3,11.6,61.0,16,3,0,0,3,3,8,2,1,2021
20210217,16.6,19.3,11.6,61.0,17,4,0,0,3,3,8,2,1,2021
20210218,16.6,19.3,11.6,61.0,18,5,0,0,3,3,8,2,1,2021
20210219,16.6,19.3,11.6,61.0,19,6,0,0,3,3,8,2,1,2021
20210220,16.6,19.3,11.6,61.0,20,7,1,0,3,3,8,2,1,2021
20210221,16.6,19.3,11.6,61.0,21,1,1,0,3,4,9,2,1,2021
20210222,16.6,19.3,11.6,61.0,22,2,0,0,4,4,9,2,1,2021
20210223,16.6,19.3,11.6,61.0,23,3,0,0,4,4,9,2,1,2021
20210224,16.6,19.3,11.6,61.0,24,4,0,0,4,4,9,2,1,2021
20210225,16.6,19.3,11.6,61.0,25,5,0,0,4,4,9,2,1,2021
20210226,16.6,19.3,11.6,61.0,26,6,0,0,4,4,9,2,1,2021
20210227,16.6,19.3,11.6,61.0,27,7,1,0,4,4,9,2,1,2021
20210228,16.6,19.3,11.6,61.0,28,1,1,0,4,5,10,2,1,2021
20210301,16.6,19.3,11.6,61.0,1,2,0,0,1,1,10,3,1,2021
20210302,16.6,19.3,11.6,61.0,2,3,0,0,1,1,10,3,1,2021
20210303,16.6,19.3,11.6,61.0,3,4,0,0,1,1,10,3,1,2021
20210304,16.6,19.3,11.6,61.0,4,5,0,0,1,1,10,3,1,2021
20210305,16.6,19.3,11.6,61.0,5,6,0,0,1,1,10,3,1,2021
20210306,16.6,19.3,11.6,61.0,6,7,1,0,1,1,10,3,1,2021
20210307,16.6,19.3,11.6,61.0,7,1,1,0,1,2,11,3,1,2021
20210308,16.6,19.3,11.6,61.0,8,2,0,0,2,2,11,3,1,2021
20210309,16.6,19.3,11.6,61.0,9,3,0,0,2,2,11,3,1,2021
20210310,16.6,19.3,11.6,61.0,10,4,0,0,2,2,11,3,1,2021
20210311,16.6,19.3,11.6,61.0,11,5,0,0,2,2,11,3,1,2021
20210312,16.6,19.3,11.6,61.0,12,6,0,0,2,2,11,3,1,2021
20210313,16.6,19.3,11.6,61.0,13,7,1,0,2,2,11,3,1,2021
20210314,16.6,19.3,11.6,61.0,14,1,1,0,2,3,12,3,1,2021
20210315,16.6,19.3,11.6,61.0,15,2,0,0,3,3,12,3,1,2021
20210316,16.6,19.3,11.6,61.0,16,3,0,0,3,3,12,3,1,2021
20210317,16.6,19.3,11.6,61.0,17,4,0,0,3,3,12,3,1,2021
20210318,16.6,19.3,11.6,61.0,18,5,0,0,3,3,12,3,1,2021
20210319,16.6,19.3,11.6,61.0,19,6,0,0,3,3,12,3,1,2021
20210320,16.6,19.3,11.6,61.0,20,7,1,0,3,3,12,3,1,2021
20210321,16.6,19.3,11.6,61.0,21,1,1,0,3,4,13,3,1,2021
20210322,16.6,19.3,11.6,61.0,22,2,0,0,4,4,13,3,1,2021
20210323,16.6,19.3,11.6,61.0,23,3,0,0,4,4,13,3,1,2021
20210324,16.6,19.3,11.6,61.0,24,4,0,0,4,4,13,3,1,2021
20210325,16.6,19.3,11.6,61.0,25,5,0,0,4,4,13,3,1,2021
20210326,16.6,19.3,11.6,61.0,26,6,0,0,4,4,13,3,1,2021
20210327,16.6,19.3,11.6,61.0,27,7,1,0,4,4,13,3,1,2021
20210328,16.6,19.3,11.6,61.0,28,1,1,0,4,5,14,3,1,2021
20210329,16.6,19.3,11.6,61.0,29,2,0,0,5,5,14,3,1,2021
20210330,16.6,19.3,11.6,61.0,30,3,0,0,5,5,14,3,1,2021
20210331,16.6,19.3,11.6,61.0,31,4,0,0,5,5,14,3,1,2021
20210401,16.6,19.3,11.6,61.0,1,5,0,0,1,1,14,4,2,2021
20210402,16.6,19.3,11.6,61.0,2,6,0,0,1,1,14,4,2,2021
20210403,16.6,19.3,11.6,61.0,3,7,1,0,1,1,14,4,2,2021
20210404,16.6,19.3,11.6,61.0,4,1,1,0,1,2,15,4,2,2021
20210405,16.6,19.3,11.6,61.0,5,2,0,0,1,2,15,4,2,2021
20210406,16.6,19.3,11.6,61.0,6,3,0,0,1,2,15,4,2,2021
20210407,16.6,19.3,11.6,61.0,7,4,0,0,1,2,15,4,2,2021
20210408,16.6,19.3,11.6,61.0,8,5,0,0,2,2,15,4,2,2021
20210409,16.6,19.3,11.6,61.0,9,6,0,0,2,2,15,4,2,2021
20210410,16.6,19.3,11.6,61.0,10,7,1,0,2,2,15,4,2,2021
20210411,16.6,19.3,11.6,61.0,11,1,1,0,2,3,16,4,2,2021
20210412,16.6,19.3,11.6,61.0,12,2,0,0,2,3,16,4,2,2021
20210413,16.6,19.3,11.6,61.0,13,3,0,0,2,3,16,4,2,2021
20210414,16.6,19.3,11.6,61.0,14,4,0,0,2,3,16,4,2,2021
20210415,16.6,19.3,11.6,61.0,15,5,0,0,3,3,16,4,2,2021
20210416,16.6,19.3,11.6,61.0,16,6,0,0,3,3,16,4,2,2021
20210417,16.6,19.3,11.6,61.0,17,7,1,0,3,3,16,4,2,2021
20210418,16.6,19.3,11.6,61.0,18,1,1,0,3,4,17,4,2,2021
20210419,16.6,19.3,11.6,61.0,19,2,0,0,3,4,17,4,2,2021
20210420,16.6,19.3,11.6,61.0,20,3,0,0,3,4,17,4,2,2021
20210421,16.6,19.3,11.6,61.0,21,4,0,0,3,4,17,4,2,2021
20210422,16.6,19.3,11.6,61.0,22,5,0,0,4,4,17,4,2,2021
20210423,16.6,19.3,11.6,61.0,23,6,0,0,4,4,17,4,2,2021
20210424,16.6,19.3,11.6,61.0,24,7,1,0,4,4,17,4,2,2021
20210425,16.6,19.3,11.6,61.0,25,1,1,0,4,5,18,4,2,2021
20210426,16.6,19.3,11.6,61.0,26,2,0,0,4,5,18,4,2,2021
20210427,16.6,19.3,11.6,61.0,27,3,0,0,4,5,18,4,2,2021
20210428,16.6,19.3,11.6,61.0,28,4,0,0,4,5,18,4,2,2021
20210429,16.6,19.3,11.6,61.0,29,5,0,0,5,5,18,4,2,2021
20210430,16.6,19.3,11.6,61.0,30,6,0,0,5,5,18,4,2,2021
20210501,16.6,19.3,11.6,61.0,1,7,1,0,1,1,18,5,2,2021
20210502,16.6,19.3,11.6,61.0,2,1,1,0,1,2,19,5,2,2021
20210503,16.6,19.3,11.6,61.0,3,2,0,0,1,2,19,5,2,2021
