DateKey,metered_consumption,peak_demand
20200107,2166.6900000000005,166.507
20200108,1780.9700000000005,105.164
20200109,1604.41,114.273
20200110,1047.0100000000002,127.88799999999999
20200111,592.93,148.381
20200112,1236.6899999999994,82.26700000000001
20200207,2545.04,172.687
20200208,1717.3100000000002,108.48299999999999
20200209,1348.0299999999995,102.384
20200210,1041.7800000000002,135.092
20200211,965.7199999999998,120.6
20200212,811.1700000000001,114.541
20200308,2182.9099999999994,173.97400000000002
20200309,1273.5699999999997,96.98200000000001
20200310,982.8099999999998,108.306
20200311,835.6499999999996,108.223
20200312,737.1299999999999,118.18
20200407,2179.97,121.663
20200409,1482.83,106.87899999999999
20200410,1101.7700000000002,95.76100000000001
20200411,1421.6400000000003,91.869
20200412,732.9700000000001,110.914
20200507,1976.67,99.954
20200509,1512.9499999999998,99.806
20200510,1533.3899999999996,128.094
20200511,884.2300000000001,115.584
20200512,927.54,84.131
20200609,1432.0800000000004,118.219
20200610,1690.3000000000002,134.77200000000002
20200611,1058.9299999999998,123.72
20200612,774.47,125.804
20200613,1816.6400000000008,101.21700000000001
20200614,1601.6000000000006,92.391
20200615,1901.76,152.059
20200616,1921.6,150.993
20200617,2388.3199999999997,161.171
20200618,2588.0000000000005,202.775
20200619,1920.8,158.309
20200620,1493.4399999999996,100.743
20200621,2181.76,110.72200000000001
20200623,2410.08,213.873
20200624,2064.32,155.532
20200625,2300.7300000000014,162.58
20200627,2082.1,114.301
20200628,2497.0600000000004,144.537
20200709,1171.88,107.62799999999999
20200710,1314.1399999999996,129.789
20200711,705.9399999999996,104.09700000000001
20200712,883.8200000000004,110.10700000000001
20200713,2536.6600000000003,175.33599999999998
20200718,2330.3200000000006,127.65100000000001
20200719,1984.3099999999993,109.43299999999999
20200725,2347.1499999999987,135.009
20200726,2204.3299999999995,113.995
20200728,2366.809999999999,169.764
20200729,2335.8900000000003,173.637
20200730,2538.37,173.783
20200808,1584.039,104.07700000000001
20200809,1030.44,66.152
20200810,1123.61,132.42
20200811,713.9899999999998,127.527
20200812,904.9399999999995,111.196
20200813,1338.2600000000002,158.954
20200814,1154.6,85.67
20200815,1240.0600000000002,141.387
20200816,1526.84,96.11200000000001
20200817,1625.25,101.786
20200818,1481.2399999999996,99.134
20200819,1924.1000000000008,103.09899999999999
20200820,1749.470000000001,161.55100000000002
20200821,1808.5900000000008,121.13600000000001
20200822,2508.3,121.395
20200823,2132.17,115.311
20200824,2109.2799999999997,122.499
20200825,2142.0099999999998,130.952
20200826,1755.7899999999995,114.67299999999999
20200827,1657.4000000000005,110.064
20200828,1619.8599999999997,115.662
20200829,1378.7489999999996,103.007
20200830,1424.8399999999997,99.796
20200831,1769.4500000000003,111.944
20200908,1614.0100000000007,104.02600000000001
20200909,750.4900000000001,118.228
20200910,1159.2000000000003,115.89200000000001
20200911,807.1599999999999,114.94
20200912,692.2099999999999,111.686
20200913,701.5900000000004,128.69299999999998
20200914,1357.0500000000006,126.295
20200915,1596.2899999999993,176.023
20200916,1584.6399999999996,181.139
20200917,1388.9800000000002,155.833
20200918,1179.03,150.268
20200919,1013.8100000000001,123.23899999999999
20200920,784.1899999999998,120.965
20200921,1251.1000000000001,127.899
20200922,1119.9600000000003,129.05100000000002
20200923,1357.75,136.016
20200924,1349.6899999999998,132.471
20200925,2165.1400000000003,160.934
20200926,1796.61,119.40799999999999
20200927,1494.75,113.585
20200928,1892.5000000000007,181.607
20200929,1742.4700000000003,201.79
20200930,1202.7399999999998,134.209
20201006,2616.8,193.483
20201007,2464.36,184.033
20201008,2125.74,189.785
20201009,1252.2999999999997,112.199
20201010,783.8499999999998,120.17399999999999
20201011,923.8599999999998,110.066
20201012,788.6699999999998,102.344
20201013,1232.6300000000003,121.249
20201014,1009.68,117.344
20201015,1350.9300000000007,116.804
20201016,1120.7,124.374
20201017,905.79,99.353
20201018,828.7500000000001,87.29899999999999
20201019,954.5800000000002,120.042
20201020,1071.0500000000004,134.275
20201021,955.8000000000005,118.99
20201022,916.41,122.117
20201023,1055.9699999999998,116.31
20201024,876.3199999999998,132.422
20201025,956.2900000000002,111.79899999999999
20201026,1071.1100000000001,134.778
20201027,914.1500000000002,117.68
20201028,923.9099999999999,118.344
20201029,920.5100000000001,112.79
20201030,920.5400000000004,114.98
20201031,779.3000000000003,64.73899999999999
20201107,2167.900000000001,105.318
20201108,2318.1800000000003,201.40599999999998
20201109,1150.96,108.934
20201110,860.48,107.594
20201111,1613.78,105.76799999999999
20201112,741.27,119.38600000000001
20201113,962.5200000000001,108.428
20201114,694.1800000000001,99.95700000000001
20201115,902.8300000000002,112.09899999999999
20201116,1032.3899999999999,109.022
20201117,814.2399999999997,104.809
20201118,982.8299999999998,106.956
20201119,1186.1390000000006,114.635
20201120,873.3399999999999,105.976
20201121,895.97,134.17
20201122,1234.76,113.28
20201123,1078.2800000000002,93.691
20201124,776.4600000000002,111.109
20201125,902.3000000000001,108.57799999999999
20201126,872.0900000000001,106.35799999999999
20201127,910.0699999999999,105.406
20201128,900.1599999999999,78.738
20201129,715.7,122.473
20201130,749.1900000000002,113.52799999999999
20201207,1925.1999999999996,100.101
20201208,1908.2199999999998,189.329
20201209,1519.5700000000004,77.592
20201210,1079.5900000000001,118.84200000000001
20201211,962.6300000000001,104.16799999999999
20201212,723.9,124.54
20201213,843.6300000000005,112.726
20201214,982.3500000000001,102.397
20201215,1048.6399999999999,104.43700000000001
20201216,903.0199999999999,99.896
20201217,1024.7299999999996,114.79
20201218,802.81,112.10799999999999
20201219,709.1000000000003,112.48
20201220,607.4499999999998,141.916
20201221,1059.3200000000002,117.553
20201222,1080.6,109.104
20201223,734.18,117.42200000000001
20201224,818.4399999999998,120.98
20201225,784.4299999999998,118.34899999999999
20201226,661.73,139.35299999999998
20201227,1010.7800000000003,75.508
20201228,791.6,116.354
20201229,739.5999999999998,132.499
20201230,731.8400000000001,124.634
20201231,1003.08,121.12200000000001
20210101,935.0899999999997,111.676
20210102,798.5400000000002,105.835
20210103,1357.3599999999994,131.611
20210104,1028.69,109.052
20210105,1184.6899999999998,83.82600000000001
20210106,1930.6200000000006,148.208
20210107,1424.5500000000002,128.245
20210108,1010.55,98.28200000000001
20210109,796.1899999999999,130.324
20210110,885.1999999999998,130.055
20210111,1299.1100000000001,121.936
20210112,1000.5500000000002,123.496
20210113,995.5900000000001,105.89
20210114,915.99,94.137
20210115,861.9600000000002,118.61200000000001
20210116,668.8900000000002,90.93700000000001
20210117,562.93,139.847
20210118,805.0599999999997,116.37899999999999
20210119,824.4399999999999,107.921
20210120,708.8000000000002,113.99700000000001
20210121,973.3500000000006,110.428
20210122,874.0399999999998,95.87100000000001
20210123,828.2800000000003,136.79399999999998
20210124,967.4000000000002,117.221
20210125,1750.1999999999994,158.563
20210126,1171.18,113.359
20210127,800.0,110.352
20210128,1178.3600000000001,99.296
20210129,1494.8899999999994,98.727
20210130,798.4800000000001,114.525
20210131,664.9900000000002,139.291
20210201,1056.38,93.601
20210202,728.3800000000002,106.056
20210203,1435.7899999999995,132.21200000000002
20210204,983.6300000000005,112.165
20210205,1220.61,76.545
20210206,1556.1400000000003,140.446
20210207,1649.490000000001,129.101
20210208,1638.9300000000003,163.727
20210209,784.8699999999999,110.159
20210210,1058.5100000000002,116.09
20210211,1321.39,115.168
20210212,1156.9399999999998,156.146
20210213,652.68,103.60700000000001
20210214,631.6500000000001,127.21799999999999
20210215,800.38,119.20100000000001
20210216,1157.2699999999998,138.236
20210217,1323.8899999999996,138.411
20210218,1295.2900000000002,141.328
20210219,1349.6699999999998,125.84700000000001
20210220,1449.7100000000003,108.238
20210221,1491.3900000000006,96.686
20210222,1280.21,108.198
20210223,1073.9800000000005,131.16
20210224,1216.2700000000002,142.705
20210225,1255.3000000000004,129.029
20210226,1174.83,119.712
20210227,968.0299999999993,81.134
20210228,959.23,116.41799999999999
20210301,942.5799999999999,124.539
20210302,730.94,114.98200000000001
20210303,1307.2700000000002,132.257
20210304,865.9600000000002,93.89399999999999
20210305,1685.68,129.584
20210306,1288.6000000000001,121.05799999999999
20210307,1674.6599999999996,93.71
20210308,1611.71,143.378
20210309,1196.8700000000001,119.206
20210310,1145.61,127.687
20210311,1430.1899999999998,121.154
20210312,1249.4099999999999,130.111
20210313,1385.8699999999997,89.51299999999999
20210314,820.4599999999998,129.94799999999998
20210315,965.9199999999998,110.10600000000001
20210316,1031.1899999999996,102.61200000000001
20210317,1072.6199999999997,106.316
20210318,1064.86,95.686
20210319,1231.5600000000002,114.04299999999999
20210320,955.5699999999998,97.95
20210321,1306.25,84.92
20210322,1483.99,113.781
20210323,1505.5400000000006,98.859
20210324,1366.4400000000003,97.74700000000001
20210325,1189.9299999999998,122.48299999999999
20210326,937.4800000000001,109.12299999999999
20210327,768.5,117.09700000000001
20210328,700.5799999999998,103.45
20210329,924.5699999999999,108.551
20210330,889.3199999999999,118.973
20210331,948.4200000000001,115.125
20210401,1074.4699999999998,102.859
20210402,928.5799999999998,108.21600000000001
20210403,1484.96,129.876
20210404,889.9600000000002,95.101
20210405,1757.8199999999995,130.566
20210406,1680.4199999999996,118.089
20210407,1607.5099999999995,94.721
20210408,1733.9600000000003,159.91899999999998
20210409,947.3499999999999,90.177
20210410,723.7399999999999,106.261
20210411,1099.9499999999998,82.197
20210412,1214.3099999999993,130.594
20210413,1232.73,133.011
20210414,1201.1599999999994,139.14700000000002
20210415,1155.4099999999996,114.012
20210416,1385.2900000000006,117.367
20210417,878.0500000000001,58.078
20210418,851.9000000000002,53.81100000000001
20210419,1275.94,115.49600000000001
20210420,1495.07,110.74799999999999
20210421,1606.5300000000002,136.887
20210422,1559.2000000000003,132.29399999999998
20210423,1287.58,117.51700000000001
20210424,891.18,52.028999999999996
20210425,858.6200000000002,55.919
20210426,1309.2400000000002,117.682
20210427,1253.4399999999996,111.824
20210428,1222.5800000000008,127.04700000000001
20210429,1250.1799999999998,128.664
20210430,1493.1599999999994,130.778
20210501,1259.36,118.75
20210502,1500.569999999999,122.244
20210503,1267.3499999999997,120.715
20210504,814.7699999999998,115.066
20210505,1689.2300000000002,142.585
20210506,1651.29,102.845
20210508,1361.4800000000002,137.297
20210509,1145.61,73.368
20210510,1812.86,136.788
20210511,1839.6900000000003,133.883
20210512,2055.5499999999997,166.676
20210515,1742.0699999999995,96.779
20210516,1652.3900000000008,97.325
20210517,1965.7499999999998,141.971
20210518,1987.3200000000008,146.113
20210519,1686.0000000000002,140.35399999999998
20210520,1797.8800000000003,140.316
20210521,1691.14,152.475
